,Author,Text,Time,Like Count,Currency ISO Code,Url,target
836,exchangeratesuk,Pound to Euro FX Forecast: Goldman Sachs Revise Lower GBP/EUR Outlook https://t.co/a60s3fpQ20,2021-01-11 14:41:17+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1348641132796895239,1.0
837,HYCM,"💱💹EUR/USD Price Analysis: A move to 1.2120 stays on the cards

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-11 12:36:21+00:00,0,EUR,https://twitter.com/HYCM/status/1348609692247973889,1.0
838,HYCM,"💶💴EUR/JPY Price Analysis: Upside looks capped around 127.50

[For more news, follow us]    
#forex #forexmarket #MondayMotivation
 #mondaythoughts #euro",2021-01-11 12:27:02+00:00,0,EUR,https://twitter.com/HYCM/status/1348607349418840064,1.0
839,HYCM,"💶💵EUR/USD looks for a setback with support seen at 1.2129/22 – Credit Suisse

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-11 11:25:02+00:00,0,EUR,https://twitter.com/HYCM/status/1348591745756508162,1.0
840,AGridinFoundat1,"Project “Glasses for children”: results of the year 2020.  
In 2019, in cooperation with municipalities and social workers, 60 children from various towns and districts were able to get the new glasses. The amount spent is EUR 4351,79 Euro. https://t.co/FHLpx0Id7W",2021-01-11 11:19:51+00:00,0,EUR,https://twitter.com/AGridinFoundat1/status/1348590440199684096,1.0
841,ADFCFUTUREFOREX,"EURUSD
======

EURO is performing perfectly as anticipated.

#eurusd #eur #usd #forex #fx #currency #currencies #trading #analysis #euro #europe #adfc #chart #trend #ecb #elliotwave #profit #money #management #broker #risk #reward https://t.co/WR15L5FpJ8",2021-01-11 11:16:28+00:00,4,EUR,https://twitter.com/ADFCFUTUREFOREX/status/1348589590307889153,1.0
842,Wildcard83,"Quick dip in this morning on the EUR/USD on the back of returning Greenback strengthening a little. Daily target hit, profit taken, no need to be greedy. Stick to your plan. Happy trading #trading #forex #euro #dollar #markets",2021-01-11 11:12:42+00:00,0,EUR,https://twitter.com/Wildcard83/status/1348588640386093057,1.0
843,JaRome44900143,"@issaciams @dpakman I forget the hospital. 
Think 20/25 a month.
Lets say 40 a month. 

In germany u pay 10 EUR per quartal, for the first visit to a doc.
And 5 EUR for each medicine. 
But max 80 euro a year.

So 480 in belgium is much for me.",2021-01-11 10:43:07+00:00,1,EUR,https://twitter.com/JaRome44900143/status/1348581197912428544,1.0
844,HYCM,"💶💵EUR/USD drops to multi-day lows in sub-1.2200 area

[For more news, follow us]    
#forex #forexmarket #MondayMotivation
 #mondaythoughts #euro",2021-01-11 10:16:38+00:00,0,EUR,https://twitter.com/HYCM/status/1348574533301764098,1.0
845,Bradley50636817,"Technical Analysis of #EURUSD  for January 11, 2021. Euro breaks out of the Rising Wedge #pattern .  The EUR/USD pair has fallen out of the Rising https://t.co/dYEOInruPE

#forex #forextrading #forexsignal #forextrader #forexstrategy #forexmoney #ForexMarket #Euro #FXPO #fxsuit https://t.co/oeYF78RoMs",2021-01-11 10:15:15+00:00,2,EUR,https://twitter.com/Bradley50636817/status/1348574182276263937,1.0
846,MajorFXNow,"Euro Price Action Setups: EUR/GBP, EUR/JPY, EUR/USD Key Levels: The EUR/USD exchange rate may extend its recent slide lower after climbing to fresh multi-year highs on January 6 (1.2349), as price collapses through ...",2021-01-11 10:08:02+00:00,0,EUR,https://twitter.com/MajorFXNow/status/1348572366285115394,1.0
847,HYCM,"💶💰Eurozone Sentix Investor Confidence beats estimates with 1.3 in Jan, EUR/USD uninspired

[For more news, follow us]    
#forex #forexmarket #MondayMotivation
 #mondaythoughts #euro",2021-01-11 09:48:39+00:00,0,EUR,https://twitter.com/HYCM/status/1348567489186308097,1.0
848,HYCM,"💶💵EUR/USD: The greenback is set for more gains unless the Fed acts

[For more news, follow us]    
#forex #forexmarket #MondayMotivation
 #mondaythoughts #euro",2021-01-11 08:43:51+00:00,0,EUR,https://twitter.com/HYCM/status/1348551183254884352,1.0
849,FXstreetReports,"EUR/USD Forecast: Euro set to tumble until markets throw a tantrum, levels to watch By @forexcrunch https://t.co/0oOGr0v7kq #EURUSD",2021-01-11 08:08:10+00:00,1,EUR,https://twitter.com/FXstreetReports/status/1348542203484909570,1.0
850,FranuMank,"@MMCrypto I purchased for around 27.4k USD / 22.5 EUR in Coinbase, there just was some kind of flash crash in Euro Markets!",2021-01-11 07:34:18+00:00,1,EUR,https://twitter.com/FranuMank/status/1348533680361381888,1.0
851,breaksnrevs,"Euro Price Action Setups: EUR/GBP, EUR/JPY, EUR/USD Key Levels #forex https://t.co/F0PndwciVb",2021-01-11 07:30:05+00:00,0,EUR,https://twitter.com/breaksnrevs/status/1348532616702656514,1.0
852,DuanSegundo,"FULL SCALE EURO CAPITULATION.

-19.22% IN ONE HOUR.

ONCE RULERS OF THE WORLD.

BUNCH OF FAGGOTS.

$BTC $EUR https://t.co/0hCXMB6HnG",2021-01-11 07:02:13+00:00,1,EUR,https://twitter.com/DuanSegundo/status/1348525605399252992,1.0
853,BizsolFinserv,"#EURINR too came under pressure as the oversold safe-haven US dollar is drawing bids and pushing EUR/USD lower with risk sentiment weakening. However, losses in the Euro would limited due to weak INR. The pair to trade in between 88.80-89.90.",2021-01-11 06:48:00+00:00,0,EUR,https://twitter.com/BizsolFinserv/status/1348522028094025729,1.0
854,Tweagle5,"I have mentioned it before; sometimes the Euro charts for Gold and Silver gives a much clearer picture. $Gold never broke out of multi-month bullflag in EUR and is bouncing now on a very important trend line from Sept. 2018.
Notice: even march low perfect touched that trend line. https://t.co/e4um9Bfnik",2021-01-11 06:45:17+00:00,1,EUR,https://twitter.com/Tweagle5/status/1348521342514176000,1.0
855,cryptosEUR,"🔄 Prices update in $EUR (1 hour):

$EOS   - 2.22 €    (-3.07 %)
$IOT    - 0.3 €     (-3.4 %) 
$ETC    - 5.87 €    (-5.77 %)
$NEO   - 18.25 €   (-1.81 %)
$DASH  - 96.22 €   (-5.5 %) 

#EUR #Euro #EOS #IOT #ETC #NEO #DASH #Trading #Altcoins",2021-01-11 06:42:44+00:00,0,EUR,https://twitter.com/cryptosEUR/status/1348520701846835201,1.0
856,Mirko_C74,"【Stock】﹝January 10, 2021 at 06:49AM﹞EUR to CNY is 7.8961 #euro #yuan #rate",2021-01-11 05:49:06+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1348507206686298114,1.0
857,MajorFXNow,"Euro Price Action Setups: EUR/GBP, EUR/JPY, EUR/USD Key Levels: The combination of current sentiment and recent changes gives us a further mixed EUR/GBP trading bias. -- Written by Daniel Moss, Analyst for ...",2021-01-11 04:07:32+00:00,0,EUR,https://twitter.com/MajorFXNow/status/1348481645372837890,1.0
858,cryptosEUR,"🔄 Prices update in $EUR (1 hour):

$BTC   - 30099.1 €  (-0.33 %)
$ETH   - 978.12 €  (-0.92 %)
$XRP   - 0.25 €    (-0.45 %)
$BCH   - 468.78 €  (-1.73 %)
$LTC   - 133.35 €  (-1.13 %)

#EUR #Euro #BTC #ETH #XRP #BCH #LTC #Trading #Bitcoin #Ethereum",2021-01-11 01:41:54+00:00,0,EUR,https://twitter.com/cryptosEUR/status/1348444997402714112,1.0
859,ThorleifBorleif,"@HenrikZeberg Time to decide medium term
https://t.co/is41k18Wi9
still looking bearish .....the EUR! Should be because of the structure of EU vs Euro and not forgetting the ECB not following the rules.",2021-01-10 21:32:04+00:00,0,EUR,https://twitter.com/ThorleifBorleif/status/1348382123418406913,0.0
860,GRTOceanRd,Forex Best Trade Setups EUR USD &amp; Euro Correlated Currencies Analysis 10/01 https://t.co/leBUTw6oa9 via @YouTube  Make sure you watch this 🙂🍻🍻,2021-01-10 21:12:25+00:00,14,EUR,https://twitter.com/GRTOceanRd/status/1348377176995885056,0.0
861,CryptStormNews,"It is time to buy #Bitcoin with #Euro! $EUR $BTC 

You can do so in many different ways, even using a credit or debit card. 

Check our guide 🚀👇
https://t.co/Cdaz6mURje",2021-01-10 18:59:44+00:00,0,EUR,https://twitter.com/CryptStormNews/status/1348343787303686144,0.0
862,TalkMarkets,Euro Forecast: EUR/USD Outlook Upbeat On Sunny Market Sentiment $FXE $FXA $UUP https://t.co/WL4gVUyobl,2021-01-10 18:54:06+00:00,0,EUR,https://twitter.com/TalkMarkets/status/1348342370497126400,0.0
863,SkyGains,EUR/USD Forecast Jan. 11-15 2021 – Euro starts the new year quietly https://t.co/ATsBgfwJTm,2021-01-10 16:52:02+00:00,0,EUR,https://twitter.com/SkyGains/status/1348311649023782913,0.0
864,degenbanker_,EUR/USD Forecast Jan. 11-15 2021 – Euro starts the new year quietly https://t.co/iwimswG8p3,2021-01-10 16:39:02+00:00,0,EUR,https://twitter.com/degenbanker_/status/1348308378594930689,0.0
865,bestinvest101,EUR/USD Forecast Jan. 11-15 2021 – Euro starts the new year quietly https://t.co/DJUciTrn5m,2021-01-10 15:49:32+00:00,0,EUR,https://twitter.com/bestinvest101/status/1348295920027193344,0.0
866,DevereWealth,EUR/USD Forecast Jan. 11-15 2021 – Euro starts the new year quietly https://t.co/PYmCvx1Cii #EURUSDForecast #Majors,2021-01-10 15:37:04+00:00,0,EUR,https://twitter.com/DevereWealth/status/1348292783065288707,0.0
867,TalkMarkets,EUR/USD Forecast Jan. 11-15 - Euro Starts The New Year Quietly $FXE $UUP https://t.co/lYrCqA3aav,2021-01-10 15:34:03+00:00,0,EUR,https://twitter.com/TalkMarkets/status/1348292023091081219,0.0
868,forexcrunch,EUR/USD Forecast Jan. 11-15 2021 - Euro starts the new year quietly - https://t.co/zEMPtu9O8c https://t.co/4k9waKt25p,2021-01-10 15:14:16+00:00,3,EUR,https://twitter.com/forexcrunch/status/1348287046541070337,0.0
869,educarteconomic,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/RXng4rql7T,2021-01-10 14:30:34+00:00,0,EUR,https://twitter.com/educarteconomic/status/1348276047385681924,0.0
870,forextrader755,"Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment: Trader confidence has been boosted by the US Democrats winning control of the Senate, suggesting further flows out of the safe-haven US Dollar into ‘risk-on’ currencies such as the Euro.",2021-01-10 10:24:02+00:00,0,EUR,https://twitter.com/forextrader755/status/1348214007753109508,0.0
871,michaelwhelan5k,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/UBqPP3sCyJ https://t.co/szW35b30Te,2021-01-10 09:08:33+00:00,0,EUR,https://twitter.com/michaelwhelan5k/status/1348195008915017729,0.0
872,educarteconomic,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/73F1tJUyI0,2021-01-10 08:59:40+00:00,0,EUR,https://twitter.com/educarteconomic/status/1348192775624220672,0.0
873,pip_post,"Euro forecast: EUR/USD outlook upbeat on sunny market sentiment | https://t.co/KRDaKkszcl 
#euro #eurusd https://t.co/LUr1nZt3cQ",2021-01-10 08:59:02+00:00,1,EUR,https://twitter.com/pip_post/status/1348192616467341312,0.0
874,Niranjan2017Das,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/l8VFaUh5m1 https://t.co/wpCcsLV6Yy,2021-01-10 07:33:32+00:00,0,EUR,https://twitter.com/Niranjan2017Das/status/1348171100295860224,0.0
875,trader_blitz,"EUR/USD | $EURUSD | $EUR $USD

Euro creating new up trend channel underline

Long or short it with BTC on Trade8: https://t.co/rMlPS2qn36 https://t.co/dVtCPTBB3a",2021-01-10 07:18:01+00:00,0,EUR,https://twitter.com/trader_blitz/status/1348167192441974784,0.0
876,Mirko_C74,"【Stock】﹝January 9, 2021 at 06:49AM﹞EUR to CNY is 7.9125 #euro #yuan #rate",2021-01-10 05:49:04+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1348144810335621121,0.0
877,educarteconomic,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/yi4JLm3FXY,2021-01-10 05:30:36+00:00,0,EUR,https://twitter.com/educarteconomic/status/1348140162388209666,0.0
878,CurrencyBuzzer,Latest rate of US Dollar to Euro ( USD to EUR ) USD/EUR is 0.82 . #Euro #EUR #USDTOEUR #forex #currency . check updates on this url https://t.co/SK5kZrSjro,2021-01-10 05:00:09+00:00,2,EUR,https://twitter.com/CurrencyBuzzer/status/1348132496974761984,0.0
879,MajorFXNow,British Pound To Euro Exchange Rate Forecast: GBP/EUR Rallies In 2021 Amid Renewed Covid ...: GBP/EUR Exchange Rate Trends Higher in Spite of Eurozone Unemployment Rate Dip. A surprise improvement in the Eurozone unemployment rate ...,2021-01-10 04:05:31+00:00,1,EUR,https://twitter.com/MajorFXNow/status/1348118751900618754,0.0
880,Signaltradeh,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/iBo6S7biLt,2021-01-10 03:27:32+00:00,0,EUR,https://twitter.com/Signaltradeh/status/1348109190804344836,0.0
881,Forexguruking,"Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment: Trader confidence has been boosted by the US Democrats winning control of the Senate, suggesting further flows out of the safe-haven US Dollar into ‘risk-on’ currencies such as the Euro. https://t.co/ayUfiCTBke",2021-01-10 03:14:32+00:00,0,EUR,https://twitter.com/Forexguruking/status/1348105919796711429,0.0
882,DailyFX_Arabic,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/S6Pqn8lgEY https://t.co/JWiKTUKqqz,2021-01-10 03:04:32+00:00,0,EUR,https://twitter.com/DailyFX_Arabic/status/1348103403675602945,0.0
883,_TradeForEx,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/kZMz23HFYk https://t.co/UsyLAPALCv,2021-01-10 02:53:02+00:00,0,EUR,https://twitter.com/_TradeForEx/status/1348100508586659841,0.0
884,cryptosEUR,"🔄 Prices update in $EUR (1 hour):

$EOS   - 2.97 €    (+0.17 %)
$IOT    - 0.37 €    (-0.18 %)
$ETC    - 6.64 €    (-1.28 %)
$NEO   - 18.57 €   (+2.03 %)
$DASH  - 90.56 €   (+0.39 %)

#EUR #Euro #EOS #IOT #ETC #NEO #DASH #Trading #Altcoins",2021-01-10 02:37:59+00:00,0,EUR,https://twitter.com/cryptosEUR/status/1348096721587474432,0.0
885,mmonlineonline,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/AzUA4vCdeD https://t.co/hOPCFrK6uT,2021-01-10 02:28:32+00:00,0,EUR,https://twitter.com/mmonlineonline/status/1348094343391764480,0.0
886,learnfxtradecom,"Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment: Trader confidence has been boosted by the US Democrats winning control of the Senate, suggesting further flows out of the safe-haven US Dollar into ‘risk-on’ currencies such as the Euro. https://t.co/DfrPy1H2tY https://t.co/eDL9LZi1lL",2021-01-10 02:10:32+00:00,0,EUR,https://twitter.com/learnfxtradecom/status/1348089814357213184,0.0
887,HichFX,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment | #Forex,2021-01-10 01:50:18+00:00,0,EUR,https://twitter.com/HichFX/status/1348084722635833344,0.0
888,eBargainsToday,"Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment: Trader confidence has been boosted by the US Democrats winning control of the Senate, suggesting… https://t.co/rpX0CVOLjL  | https://t.co/FHLhKD8bvY  | https://t.co/FHLhKD8bvY #cryptocurrency #Bitcoin #Forex",2021-01-10 01:42:02+00:00,5,EUR,https://twitter.com/eBargainsToday/status/1348082639836753922,0.0
889,AmandaFx247,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/oFtKb1RZan,2021-01-10 01:36:37+00:00,0,EUR,https://twitter.com/AmandaFx247/status/1348081279019986944,0.0
890,trdngsgnlslive,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/URLjxL90he,2021-01-10 01:20:51+00:00,0,EUR,https://twitter.com/trdngsgnlslive/status/1348077308242841601,0.0
891,sueyangfx,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment #money #currency #fx #markets #EURnews https://t.co/CdBKjEXcN7,2021-01-10 01:16:36+00:00,1,EUR,https://twitter.com/sueyangfx/status/1348076238846496769,0.0
892,CryptoPaulus,"Although $btc and $eth are rising, the $USD is loosing it's $eur value. Losing it very fast! Seems a good time to make more euro based pairs.",2021-01-10 01:15:40+00:00,0,EUR,https://twitter.com/CryptoPaulus/status/1348076005374775297,0.0
893,JasrayMaz,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment https://t.co/ctWA8965R5 https://t.co/W9hnREZlzG,2021-01-10 01:14:33+00:00,0,EUR,https://twitter.com/JasrayMaz/status/1348075723618091008,0.0
894,sueyangfx,Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment #money #currency #fx #markets #USDnews https://t.co/6z2GyB05gN,2021-01-10 01:07:24+00:00,2,EUR,https://twitter.com/sueyangfx/status/1348073924245020673,0.0
895,ICEH_Invest,"""Euro Forecast: EUR/USD Outlook Upbeat on Sunny Market Sentiment"" https://t.co/nIJ5XVYkth https://t.co/7W7AcPl5cc",2021-01-10 01:03:28+00:00,0,EUR,https://twitter.com/ICEH_Invest/status/1348072935534243841,0.0
896,trader_blitz,"EUR/JPY | $EURJPY | $EUR $JPY

EUR JPY SELL (EURO - JAPANESE YEN)

Long or short it with BTC on Trade8: https://t.co/OpIxSIurcg https://t.co/MpmVH1C2N3",2021-01-09 19:27:01+00:00,0,EUR,https://twitter.com/trader_blitz/status/1347988263487885323,0.0
897,MajorFXNow,Pound to Euro (GBP/EUR) Exchange Rate Gains as Army Aids Vaccine Rollout: The Pound to Euro (GBP/EUR) exchange rate was bolstered this morning as optimism surrounds the UK vaccine rollout. The pair is currently trading ...,2021-01-09 19:06:02+00:00,0,EUR,https://twitter.com/MajorFXNow/status/1347982982519275521,0.0
898,exchangeratesuk,British Pound to Euro Exchange Rate Forecast: GBP/EUR Rallies in 2021 Amid Renewed Covid Vaccine Optimism https://t.co/ydbQcCp8gQ,2021-01-09 18:41:09+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1347976723862876160,0.0
899,IdeasPrime,"EUR/USD | $EURUSD | $EUR $USD

EURO / U.S DOLLAR 4H

Long or short it with BTC on Trade8: https://t.co/uBEtt1m2yf https://t.co/wv7gWrA8DH",2021-01-09 15:21:00+00:00,0,EUR,https://twitter.com/IdeasPrime/status/1347926355040759809,0.0
900,cdesmonnaies,"#New Are you collecting euros?
Do not miss the latest additions to our catalogue. Pick one (or two, or more... ;)): https://t.co/lMRzQ9H2CE

#Collection #EUR #Euro #Inspiration #Numismatics #History #Europe https://t.co/cGRlQMQXaP",2021-01-09 15:00:10+00:00,1,EUR,https://twitter.com/cdesmonnaies/status/1347921111678406657,0.0
901,crypamax,"USDEUR 1M:

Just like $DXY the $USD lost the 100MA monthly against the $EUR.  This green zone could be crucial to hold.

#USDollar #Euro #EURUSD #Dollar https://t.co/KTgckQMW6S",2021-01-09 13:52:03+00:00,0,EUR,https://twitter.com/crypamax/status/1347903968438067200,0.0
902,Cryptogossip1,"@SBF_Alameda Well, actually no. I would prefer to stay with stable Euro coin. Easier for tax. On-ramps e.g. 1%. Coinbase: euro to btc/eth to usd stables is 1% fees. For americans $ to usd stables is free, for instance. Also adds usd/eur risk...",2021-01-09 12:11:24+00:00,0,EUR,https://twitter.com/Cryptogossip1/status/1347878639615008770,0.0
903,LOAeth,@SBF_Alameda Well the usd/eur chart doesnt look too well. Id rather hold euro or CHF and generate yield on top of that than get printed into obllivion and lose money in purchasing power terms,2021-01-09 11:53:23+00:00,1,EUR,https://twitter.com/LOAeth/status/1347874103852740610,0.0
904,AFTvitaliy,"EUR/USD Weekly Price Forecast – Euro Finding Resistance Yet Again https://t.co/BvZun8R0Ni
#YahooFinance #Traffic #Transportation #Shipping #Logistics
Follow @AFTvitaliy for #Trucking News",2021-01-09 10:17:28+00:00,0,EUR,https://twitter.com/AFTvitaliy/status/1347849964668346368,0.0
905,investingport,EUR/USD Weekly Price Forecast – Euro Finding Resistance Yet Again https://t.co/PHXoXvmOpW,2021-01-09 10:16:03+00:00,0,EUR,https://twitter.com/investingport/status/1347849607968026625,0.0
906,tEconomics,#Euro Money Supply M2 at 13608209 EUR Million https://t.co/IzNNxuJHgm https://t.co/H61UoidEN8,2021-01-09 10:11:12+00:00,0,EUR,https://twitter.com/tEconomics/status/1347848389707362305,0.0
907,tEconomics,#Euro Money Supply M1 at 10131347 EUR Million https://t.co/5PoiSoCSWa https://t.co/Otq8dG0ylG,2021-01-09 10:11:11+00:00,0,EUR,https://twitter.com/tEconomics/status/1347848384875536384,0.0
908,IdeasPrime,"EUR/USD | $EURUSD | $EUR $USD

Euro is falling to nearest support (1.21800)

Long or short it with BTC on Trade8: https://t.co/uBEtt1m2yf https://t.co/NHBx9sZ454",2021-01-09 10:06:01+00:00,0,EUR,https://twitter.com/IdeasPrime/status/1347847082971967491,0.0
909,pami3y_evilcode,"PamyBot:~$#forex #fxDailyFX ""Euro surged nearly 1% against the US Dollar into the open of the 2020 with the EUR/USD rally extending more than 6.4% off the November lows before stalling. Get your $EURUSD update from @MBForex here: https://t.co/NsWQApXdcE https://t.co/Uzgdsp6taS""",2021-01-09 08:32:24+00:00,0,EUR,https://twitter.com/pami3y_evilcode/status/1347823525000785920,0.0
910,cryptosEUR,"🔄 Prices update in $EUR (1 hour):

$EOS   - 2.51 €    (+1.3 %) 
$IOT    - 0.34 €    (+1.31 %)
$ETC    - 5.55 €    (+1.11 %)
$NEO   - 16.3 €    (-1.18 %)
$DASH  - 79.48 €   (+0.98 %)

#EUR #Euro #EOS #IOT #ETC #NEO #DASH #Trading #Altcoins",2021-01-09 07:34:45+00:00,0,EUR,https://twitter.com/cryptosEUR/status/1347809015464648704,0.0
911,Mirko_C74,"【Stock】﹝January 8, 2021 at 06:49AM﹞EUR to CNY is 7.9125 #euro #yuan #rate",2021-01-09 05:49:04+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1347782420725174273,0.0
912,FUTURE_FUND_,@SBF_Alameda Some thoughts: If @FTX_Official offered euro fiat withdrawals and deposits I think demand for EUR stable coins would increase. No exchange is offering EUR pairings. You would be the first and get massive influx of Euro centric users.,2021-01-09 03:00:29+00:00,5,EUR,https://twitter.com/FUTURE_FUND_/status/1347739994664828928,0.0
913,patrickegan3,"@HedgeyeDJ Replace Bitcoin BTC with US Dollar USD, or with Euro EUR (FYI: one cannot create Bitcoin BTC out of thin air, like a central bank can for USD or EUR)",2021-01-08 20:58:04+00:00,5,EUR,https://twitter.com/patrickegan3/status/1347648789247643648,1.0
914,ze__world,"@UpworkHelp Ok it's the bank's fees and so indeed before you offered EUR conversions, I used to pay bank fees around that level for USD transactions. But then I suggest you offer EUR payments, which would save both freelancers and clients in the Euro area these  extra fees.",2021-01-08 16:58:32+00:00,0,EUR,https://twitter.com/ze__world/status/1347588509696143361,1.0
915,DailyFX,Euro surged nearly 1% against the US Dollar into the open of the 2020 with the EUR/USD rally extending more than 6.4% off the November lows before stalling. Get your $EURUSD update from @MBForex here: https://t.co/rfGlV6E5h1 https://t.co/NiqH3fH4Xl,2021-01-08 16:36:01+00:00,3,EUR,https://twitter.com/DailyFX/status/1347582844089102347,1.0
916,bradshawwil_,"worth more than 170 different fiat currencies. The US dollar (USD) is the largest fiat currency Followed by Euro (EUR), the Chinese Yuan (CNY) and the fourth is the Japanese yen. https://t.co/W6317Qb5kF",2021-01-08 15:19:42+00:00,1,EUR,https://twitter.com/bradshawwil_/status/1347563636278099968,1.0
917,ISABELNET_SA,"🇪🇺🇺🇸 EUR/USD

Will the current EUR/USD trend stop and eventually reverse?
👉 https://t.co/55lQetp2wX

h/t @NordeaMarkets #markets #rates #yields #dollar #investing
#eurusd #currency $usd #money #usdollar $dxy #dxy #forex #euro https://t.co/6AWpFbUgWu",2021-01-08 14:16:34+00:00,8,EUR,https://twitter.com/ISABELNET_SA/status/1347547751794544641,1.0
918,rick_decard,$EUR #euro weekly #forex https://t.co/AJpXWw8TfA,2021-01-08 14:13:52+00:00,50,EUR,https://twitter.com/rick_decard/status/1347547072141078529,1.0
919,mctaytelbaum,How much is 1000 euro € (EUR) to ₪ (ILS) according to the foreign exchange rate for today https://t.co/dzEHur9TU5,2021-01-08 12:58:37+00:00,0,EUR,https://twitter.com/mctaytelbaum/status/1347528131972837381,1.0
920,Francesc_Forex,TD Securities: We look to 104.20/50 in #USDJPY as a strong resistance marker for the pair. A breach of 1.2230/50 in #EURUSD could trigger some reduction in USD shorts. $EURUSD $USDJPY #EUR #JPY #Euro #Yen #forex #fx #currencies #currency #fxstreet #forextrading #forexmarket,2021-01-08 11:41:51+00:00,1,EUR,https://twitter.com/Francesc_Forex/status/1347508816380882944,1.0
921,HYCM,"💶💵EUR/USD meets support near 1.2210, focus on NFP

[For more news, follow us]    
#forex #forexmarket #FridayThoughts
 #FridayMotivation #euro",2021-01-08 10:45:05+00:00,1,EUR,https://twitter.com/HYCM/status/1347494529096699904,1.0
922,FBS_marketnews,"SEK and NOK to gain against the euro this year  A brief snippet via Capital Economics on the Swedish krona and the Norwegian krone 
Forecast both to appreciate against EUR in 2021
 https://t.co/HDrilCvrtx",2021-01-08 08:27:09+00:00,0,EUR,https://twitter.com/FBS_marketnews/status/1347459818538283008,1.0
923,HYCM,"🏦💰EUR/PLN: NBP limits downside in the near-term but not permanently – Danske Bank

[For more news, follow us]    
#forex #forexmarket #FridayThoughts
 #FridayMotivation #euro",2021-01-08 08:14:40+00:00,0,EUR,https://twitter.com/HYCM/status/1347456676249694209,1.0
924,ING_Economics,"Despite its rise over recent months, the euro is only mildly overvalued and today's US labour market report should have a limited impact on EUR/USD
https://t.co/0UDcZ9L2Bl",2021-01-08 08:09:26+00:00,1,EUR,https://twitter.com/ING_Economics/status/1347455355895349249,1.0
925,Frank_Macro,"🗞️ ING

- 🇺🇸 USD: Market firmly convinced of the dollar decline
- 🇪🇺 EUR: No signs of short-term mis-valuation
- 🇬🇧 GBP: Only limited upside potential vs the euro https://t.co/x00H5I61Rq",2021-01-08 07:48:32+00:00,0,EUR,https://twitter.com/Frank_Macro/status/1347450098393952256,1.0
926,CryptoTraderPro,Euro Forecast: EUR/USD Breakout Extends into 2021- Resistance in View https://t.co/iAikD2R6zj 🙋 Bet with $BTC via ⟶ https://t.co/IZRIXuhFIf √,2021-01-08 07:36:33+00:00,0,EUR,https://twitter.com/CryptoTraderPro/status/1347447080717930497,1.0
927,MrTempter,EUR/USD forecast: Euro continued to the lowerside https://t.co/scDwOWlrKv,2021-01-08 06:07:45+00:00,0,EUR,https://twitter.com/MrTempter/status/1347424736012283905,1.0
928,Mirko_C74,"【Stock】﹝January 7, 2021 at 06:49AM﹞EUR to CNY is 7.9258 #euro #yuan #rate",2021-01-08 05:49:04+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1347420035053195265,1.0
929,nonsellcom,"We're skeptical about further euro gains -- BofA - Bank of America sees little upside from here

Bank of America Global Research discusses EUR/USD outlook this year and sees limited room... - https://t.co/9HT70rGqS4 https://t.co/LtjFzK9vGq",2021-01-08 03:36:44+00:00,0,EUR,https://twitter.com/nonsellcom/status/1347386731184545794,1.0
930,scherloaUCI,"@elonmusk me and europe were celebrating the eur/nzd 6:00 AM PST alarm clock wake up at 1.6960, while eur/sd was inverse in u.s. favor, njow shocking euro is at 1.6888 i was cheerign for them, thiough i'm asving the us. economy, 6:30 harold osborne call tools smart choice on hangouts",2021-01-08 02:03:46+00:00,0,EUR,https://twitter.com/scherloaUCI/status/1347363333062631426,1.0
